name_broker,zipcode_broker,description_broker,number_reviews_broker,number_houses_for_sale_offered,number_houses_sold_last_12_months,url
Den Daas Vastgoed & Taxaties B.V.,3833 GP,"Niet zomaar kernwoorden, maar criteria voor het juiste resultaat. Cor den Daas RT RM REV heeft zich in de afgelopen 25 jaar gespecialiseerd in het taxeren en adviseren van (her)ontwikkelingsvastgoed, woningen en bedrijfsmatig vastgoed. Hij adviseert Commercieel Vastgoed professionals ten aanzien van hun vastgoed, is adviseur als het gaat om erfpacht- en opstalvraagstukken en mediator voor diverse vastgoedgeschillen. Door de ervaring van Cor binnen de woningmakelaardij is hij ook uitstekend in staat particulieren te adviseren bij de aankoop van hun vastgoed of belegging. Het onderwerp duurzaamheid en energiebesparende maatregelen staat hoog in het vaandel. De adviezen en Taxaties worden specifiek op dit onderdeel getest middels een duurzaamheidscan/analyse.U schakelt Den Daas Vastgoed in voor uw aankoop van uw woning of uw bedrijf. Ook voor verkoop, verhuur en huur van uw Commercieel vastgoed ben u zeker op het juiste adres. Door het verzamelen van data en laatste trasactie van diverse bronnen waaronder de NVM en het Kadaster kan ons kantoor u vele zorgen uit handen nemen. Een uitstekende gesprekspartner voor uitzonderlijke of moeilijke vraagstukken. Zit je met een vastgoedvraagstuk dan hebben wij meestal wel de oplossing of verwijzen wij u door naar professionals die u verder kunnen helpen. Overigens laten wij de verkoop van woningen graag aan onze NVM collega’s over.Den Daas Vastgoed en Taxaties adviseert en taxeert uw vastgoed op de juiste waarde en is net even anders dan de u bekende makelaar en/of taxateur.Welkom bij Den Daas.",Missing,0,Missing,https://www.funda.nl/en/makelaars/kantoor/leusden/190-den-daas-vastgoed-en-taxaties-bv/
Bregman Bedrijfsmakelaardij o.g.,1821 BS,"Bregman Bedrijfsmakelaardij is een professionele en ambitieuze Bedrijfsmakelaardij in Noord-Holland. Eigentijds én met een rijke historie welke teruggaat tot 1960. Al bijna 60 jaar wordt de deskundigheid op het gebied van bedrijfsmatig vastgoed in de regio Alkmaar, Heerhugowaard, Hoorn, Beverwijk en Heemskerk erkend door onze opdrachtgevers. Onze opdrachtgevers zijn divers, van eenmanszaken tot internationale institutionele beleggers en van stichtingen tot woningcorporaties en (semi-)overheden. Met onze langjarige ervaring en allround vastgoed expertise brengen wij succesvolle transacties tot stand en bewijzen wij onze toegevoegde waarde voor onze opdrachtgevers.Toonaangevend in Noord-HollandOns werkgebied is Noord-Holland, waar wij in de loop der jaren een leidende positie hebben opgebouwd langs de as Haarlem-Alkmaar-Den Helder en langs de as Alkmaar-Heerhugowaard-Hoorn-Enkhuizen. Wij zijn tevens actief in het bedrijvengebied rond Heemskerk, Beverwijk, IJmuiden en Purmerend. Het hoofdkantoor van Bregman Bedrijfsmakelaardij is gevestigd in Alkmaar. Bregman en vakverenigingenIntegriteit staat bij Bregman Bedrijfsmakelaardij hoog in het vaandel. Wij zijn lid van de vakgroep “Business” van de Nederlandse Coöperatieve Vereniging van Makelaars en Taxateurs in onroerende goederen NVM U.A (NVM), werken altijd strikt voor één opdrachtgever, wij zijn gecertificeerd door Stichting Vastgoedcert en NRVT en onze makelaars beleggen zelf niet in commercieel vastgoed. Eigenaar en NVM Makelaar Taxateur Freek de Miranda is daarnaast ook aangesloten bij het Royal Institute of Chartered Surveyors (RICS).Wij hebben een sterke bezetting met gecertificeerde bedrijfsmakelaars, zodat continuïteit van de dienstverlening en het “vier ogen principe” altijd gewaarborgd zijn.",Missing,0,0,https://www.funda.nl/en/makelaars/kantoor/alkmaar/12199-bregman-bedrijfsmakelaardij-og/
Groot taxaties & consultancy o.z.,2595 WP,"Welkom bij Groot taxaties & consultancy o.z.!Groot taxaties & consultancy o.z. is een dynamische onderneming met een passie voor vastgoed.Wij beschikken altijd over de actuele stand van zaken op vastgoedgebied. Door de jarenlange praktijkervaring die wij hebben opgebouwd, kunnen wij een deskundig, gefundeerd en betrouwbaar taxatierapport opstellen.Een persoonlijke aanpak staat bij ons hoog in het vaandel. De ruime ervaring, specifieke deskundigheid en onafhankelijkheid staan borg voor objectiviteit en kwaliteit.Wij taxeren voor zowel de particuliere als zakelijke markt, financiële instellingen en intermediairs en stellen betrouwbare taxatierapporten op die met maximale zorgvuldigheid worden samengesteld.Wij zijn aangesloten bij de Nederlandse Vereniging van Makelaars en Taxateurs in onroerende goederen NVM. De NVM is de grootste Nederlandse vereniging voor makelaars, taxateurs en vastgoeddeskundigen.Onze taxateurs staan ingeschreven in zowel het Wonen/MKB register als het Bedrijfsmatig Register van het NRVT te Rotterdam.Naast het vervaardigen van taxaties kunnen wij u assisteren/adviseren met diverse vastgoed gerelateerde vraagstukken.Neem vrijblijvend contact met ons op en wij helpen u graag verder.",4,0,Missing,https://www.funda.nl/en/makelaars/kantoor/den-haag/19307-groot-taxaties-en-consultancy-oz/
Vechtstreek Makelaars,3541 DA,"Dit credo komt bij verkoop onder meer tot uitdrukking in de zorg die wij besteden aan uw woningpresentatie:       Bij aankoop zijn wij uw gesprekspartner door:Wat onderscheidt ons kantoor van onze collega's: en is daarmee een gerenommeerd bedrijf, dat actief is in de wijde omgeving van de rivier De Vecht en de stad Utrecht.  De kracht van De Vechtstreek Makelaars zit naar onze mening in deze jarenlange ervaring en de grootte van ons kantoor: een klein team van medewerkers die allen vertrouwd zijn met de klanten, de panden kennen en direct op vragen van klanten kunnen inspelen. Kortom, een solide manier van werken waarop u ons kunt aanspreken.",26,0,0,https://www.funda.nl/en/makelaars/kantoor/utrecht/17073-vechtstreek-makelaars/
Barteld makelaar & adviseur,8415 AM,"Makelaar en adviseur op het gebied van transformatievastgoed, aan- en verkoop van beleggingsonroerendgoed en verkoop en verhuur van middelgroot zakelijk vastgoed.We begeven ons in het speelveld waar eigenaren, verkopers, ontwikkelaars en beleggers van vastgoed elkaar raken. Hier spelen wij een rol als bemiddelaar, organisator en inspirator om partijen samen te brengen waardoor zaken tot stand komen.",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/bontebok/5279-barteld-makelaar-en-adviseur/
Van Zeeburg Luimes en Lebbink Makelaars,7021 ZT,"Welkom in de AchterhoekWilt u betaalbaar ongestoord wonen in een prachtige omgeving, dan bent u bij de makelaars van  Van Zeeburg Luimes & Lebbink aan het juiste adres.We werken vanuit Vorden, Hengelo Gld en Zelhem, en kennen de markt in de Achterhoek als geen ander. We beschikken over een portefeuille met prachtige woonobjecten en landgoederen in de Achterhoek.Daarnaast begeleiden we frequent opdrachtgevers in hun zoektocht naar hun toekomstige woning.Met andere woorden; we hebben de woning voor u of we zoeken hem.Heeft u verkoopplannen dan kunt u ons altijd benaderen voor wat we voor u kunnen betekenen. Dit alles natuurlijk geheel vrijblijvend.",Missing,0,0,https://www.funda.nl/en/makelaars/kantoor/zelhem/2185-van-zeeburg-luimes-en-lebbink-makelaars/
Hoefnagel Makelaardij,5271 AB,"“ VERSTAND VAN HUIZEN, GEVOEL VOOR MENSEN”Hoefnagel Makelaardij is al meer dan 30 jaar actief in de gemeente Sint-Michielsgestel en directe omgeving. De “Gestelse woningmarkt” kennen wij  als geen ander! Ons team bestaat uit twee dames en wij zijn daarmee als kantoor klein genoeg om u altijd persoonlijk van dienst te kunnen zijn en tegelijkertijd groot genoeg om alle opdrachten naar tevredenheid uit te kunnen voeren.Kwaliteit, een goed contact en persoonlijke betrokkenheid staan bij ons hoog in het vaandel.  ",26,0,1,https://www.funda.nl/en/makelaars/kantoor/sint-michielsgestel/11120-hoefnagel-makelaardij/
Sieger Wijnsma Bedrijfsmakelaar,7551 AD,"·        het verschil tussen een transactie voor ‘een bedrijfshuisvesting’ en ‘ door te werken onder het motto “”·        het verschil tussen ‘de norm aanhouden’ en  door -als één van de enkelen in de regio- taxaties te verrichten volgens de erkende Taxatierichtlijn Commercieel Vastgoed© methode.·        het verschil tussen ‘interesse tot aan de deur’ en ‘ door mijn persoonlijke aanpak.Uw voordeel? Meer zien –en gezien worden- door proactiviteit en een groot netwerk in de regio. Excellente kwaliteit van intake tot afronding. Een hogere waardering van taxatierapporten door financiële instellingen. En beter en blijer zaken doen in de praktijk omdat u functioneert in een vastgoedobject dat daadwerkelijk bij uw bedrijfsambities past.Kortom: als kleine betrokken en ongedwongen ondernemer, groots in uw vraag naar vastgoedresultaat. Bel of tref me bij ‘het Himmelhaus’ en ervaar direct of niet enkel de kennis maar ook ""de klik"" aanwezig is: +31(0)6- 531 48 022  | info@siegerwijnsmamakelaar.nl",Missing,0,2,https://www.funda.nl/en/makelaars/kantoor/hengelo-ov/16227-sieger-wijnsma-bedrijfsmakelaar/
Bongers & Lemmers Makelaardij B.V.,6681 BK," Dat is de belangrijkste taak van ons team. Eerst inventariseren we uw wensen, vervolgens voegen we onze deskundigheid, betrouwbaarheid en jarenlange ervaring toe. Samen maken we een plan van aanpak om uw individuele woonwensen te realiseren. Wij zijn uw partner op het gebied van aan- en verkoop van zowel bestaande bouw als nieuwbouw. Het kiezen van een makelaar is een zaak van vertrouwen op de deskundigheid van die makelaar. Dat vertrouwen maken wij graag waar. Daar staan wij persoonlijk voor in omdat wij een passie hebben voor mensen en voor vastgoed. de onroerendgoedmarkt is door internet veel transparanter geworden. Hierdoor is het van groot belang om de verkoop van uw woning op een deskundige en professionele wijze te organiseren. Uw woning moet direct op de juiste wijze en met de juiste vraagprijs in beeld komen bij potentiële kopers.Een eerste indruk krijg je maar één keer en voor een succesvolle transactie is juist de eerste indruk enorm belangrijk. Op het internet is een goede presentatie met fraaie foto’s en een marktconforme vraagprijs daarom essentieel. Een vakkundige begeleiding van de bezichtiging is noodzakelijk voor een succesvol vervolg. Als ervaren makelaarskantoor weten we wat er op ieder moment in de woningmarkt “speelt”. Met deze expertise kunnen wij in samenspraak met u de juiste verkoopstrategie voor uw woning bepalen.Bij Bongers & Lemmers Makelaardij kunt u rekenen op goed opgeleide professionals die een toegevoegde waarde bieden door juiste parate kennis, een groot netwerk en de noodzakelijke commerciële vaardigheden. Samen met u maken wij de verkoop van uw woning tot een succes door uw woning voor de maximaal mogelijke prijs binnen de geplande periode te verkopen. Het is op z’n minst vreemd dat mensen voor de verkoop van de eigen woning wel een makelaar inschakelen maar bij het kopen van een woning niet altijd een specialist betrekken. Dit terwijl de consequenties van de aankoop van een nieuwe woning van groot belang kunnen zijn voor uw levensvreugde in de toekomst.Het aankopen van een nieuw “thuis” is natuurlijk een emotionele beslissing. Hiervan zijn wij ons terdege bewust en daarom kiezen wij voor een persoonlijke aanpak. Echter naast alle emotionele aspecten is het zeker raadzaam om de nieuwe woning ook door een deskundige rationeel te laten beoordelen. Wij staan u hierin bij met onze regionale marktkennis en onze bouwkundige expertise. Is de woning wel marktconform geprijsd, verkeert de woning wel of niet in een goede bouwkundige staat en zijn er planologische en of bestemmingsplantechnische zaken die een rol in de toekomstige waardeontwikkeling van uw nieuwe woning kunnen spelen. Kortom bij een emotionele beslissing is een zakelijke begeleiding erg welkom om teleurstellingen achteraf te voorkomen.Indien u ons inschakelt voor de begeleiding van de aankoop van uw nieuwe “thuis” wordt u van het begin tot eind begeleid door een vakkundige en betrouwbare makelaar. Deze makelaar heeft uitsluitend als doel de woning van uw dromen te vinden en deze voor een zo gunstig mogelijke prijs en voorwaarden voor u aan te kopen. Naast aan- en verkoop kunnen wij u ook van dienst zijn bij het huren of verhuren van uw woonhuis en bij het uitvoeren van taxaties. Dit geldt tevens voor begeleiding op het gebied van bedrijfsmatig vastgoed.Wij zijn lid van de Nederlandse Vereniging van Makelaars en vastgoeddeskundigen (NVM). Het lidmaatschap van deze toonaangevende organisatie geeft u de zekerheid dat wij betrouwbaar zijn, onze expertise up to date houden en maximale presentatie mogelijkheden hebben op www.funda.nl, de",Missing,0,0,https://www.funda.nl/en/makelaars/kantoor/bemmel/13073-bongers-en-lemmers-makelaardij-bv/
Missing value,5391 AW,No entry,Missing,4,Missing,https://www.funda.nl/en/makelaars/kantoor/nuland/11240-gloudemans-bv/
Minke Makelaardij,3034 RA,"Mijn naam is Minke Starink, ik ben gecertificeerd makelaar/taxateur en lid van de branchevereniging de NVM. Als geboren en getogen Rotterdamse ben ik sinds 2004 actief in het werkgebied in en om Rotterdam.In maart 2014 ben ik als zelfstandig werkend makelaar mijn eigen kantoor begonnen. Ik streef geen grote aankoopportefeuille na maar werk intensief aan mooie opdrachten waarbij ik mij heb gespecialiseerd in aankoopbegeleiding en taxatie van woningen en appartementen.Mijn vakgebied is sterk veranderd met de opkomst van internet en Funda. Het traditioneel makelen werkt niet meer in deze moderne tijd. Kopers en verkopers verwachten een meerwaarde in een proces dat steeds verder verzakelijkt. Deze meerwaarde voeg ik toe met mijn persoonlijk betrokkenheid, mijn doorzettingsvermogen en niet te vergeten mijn enthousiasme en ervaring.In mijn vak zijn twee dimensies essentieel om te komen tot een succesvolle transactie:Dat is de basis voor onze samenwerking.  Nieuwsgierig? Ik kom graag langs om kennis te maken! ",75,0,0,https://www.funda.nl/en/makelaars/kantoor/rotterdam/15475-minke-makelaardij/
Berend ten Hove AOZ,4332 CG,"Met een ruime ervaring in het taxeren van woningen, bedrijfspanden en agrarische objecten, durf ik mij met een gerust hart Adviseur Onroerende Zaken te noemen. Als adviseur begeef ik mij niet op de verkoopmarkt. Hierdoor kan ik bij advisering voor aankoop, financiering of anderzijds, volledig onafhankelijk optreden. Als adviseur ben ik gecertificeerd door Stichting VastgoedCert - Kamer Wonen/MKB - Kamer Landelijk Vastgoed.",Missing,0,0,https://www.funda.nl/en/makelaars/kantoor/middelburg/20073-berend-ten-hove-aoz/
Aankoopmakelaardij Sandra Geerlings,3843 BK,"Aankoopmakelaardij Sandra Geerlings is de """" in het begeleiden van  in Harderwijk, Hierden, Zeewolde en Ermelo.Aankoopmakelaardij Sandra Geerlings heeft zelf geen woningen in de verkoop waardoor haar  blijft.Door de kleinschaligheid kan Aankoopmakelaardij Sandra Geerlings haar cliënten nog de  geven die zij wensen bij het aankopen van een woning. Bel of mail ons voor een persoonlijk en vrijblijvend gesprek.",63,0,0,https://www.funda.nl/en/makelaars/kantoor/harderwijk/23104-aankoopmakelaardij-sandra-geerlings/
Anne de makelaar,8171 BK,"Anne werkt uitsluitend voor kopers van woningen. Is dat bijzonder? Jazeker! Traditionele woningmakelaars werken namelijkk voor zowel eigenaren als kopers van woningen waardoor er belangenverstrengeling kan ontstaan. Anne werkt alleen voor de koper, das duidelijk!Na 35 jaar lang gewerkt te hebben als traditionele makelaar weet Anne als geen ander hoe verkopers en hun verkopende makelaars denken en handelen en dat is een groot voordeel voor jou als koper. Anne werkt voor 100% alleen voor de koper, onvoorwaardelijk! Met Anne wordt je serieus genomen door de makelaars van de verkoper. Anne regelt en ontzorgt jouw woonwens van A tot Z.Met  vergroot jij je kansen op de woningmarkt en verklein je de risico's.Kopen met  is kopen zonder zorgen! En.....gaat de koop niet door, dan zijn er ook geen kosten!Anne De Makelaar is altijd geopend en bereikbaar op 0623368900.",84,0,0,https://www.funda.nl/en/makelaars/kantoor/vaassen/22216-anne-de-makelaar/
Missing value,1191 AV,"  makelaar o.g – rentmeester; specialist in het (agrarisch) buitengebied.Bemiddeling bij verkoop voor niet-agrarische doeleinden zoals stadsontwikkeling vormt een belangrijk onderdeel van de werkzaamheden. In deze sector mag geen genoegen genomen worden met ""confectie""; het te verlenen  dienstenpakket wordt dan ook op maat gesneden naar de situatie van de opdrachtgever. Het kantoor richt zich niet op de ""dertien-in-een-dozijn"" transacties.",Missing,2,0,https://www.funda.nl/en/makelaars/kantoor/ouderkerk-aan-de-amstel/24027-cg-bellaar-makelaar-og-rentmeester/
Timmer & Timmer Makelaars,6671 CA,"Timmer & Timmer Makelaars, uw makelaars voor de regio Ede/Wageningen-Arnhem-Nijmegen-Overbetuwe heeft een notering in de TOP 100 van grootste makelaarskantoren van Nederland en daar zijn wij trots op.Immers, de grootste makelaars hebben ook de meeste transacties.Of u dus op zoek bent naar een bestaande- of nieuwbouwwoning, of u uw woning wilt verkopen, bij Timmer Makelaars is uw kans van slagen het grootstOnze diensten bestaan uit de disciplines woningmakelaardij van zowel bestaande bouw als nieuwbouwprojecten en bedrijfsmatig onroerend goed, alsmede hypotheken en taxaties.Wij heten u van harte welkom op ons kantoor te Renkum, Dorpsstraat 8, telefoon: 0317-319114, op ons kantoor te Zetten, Julianaplein 7, telefoon: 0488-480948.Kijk voor al ons aanbod op: www.timmermakelaars.nl en volg ons op Facebook: www.facebook.com/timmerentimmermakelaars !Onze openingstijden zijn:  maandag tot en met vrijdag van 08.30 uur tot 17.30 uur.",Missing,0,Missing,https://www.funda.nl/en/makelaars/kantoor/zetten/18180-timmer-en-timmer-makelaars/
De Heeren van 100,3581 ET,"100% NIEUWBOUWVERKOOPKRACHTTM!“Een beter rendement, snellere verkoop en een hogere klanttevredenheid door 100% focus op resultaat”. Wij geloven dat het bij verkoop om emotie gaat. En om te verkopen moet je altijd het vertrouwen winnen van de koper. Dat doe je door je in te leven in de persoonlijke situatie van de koper. Als je dan een goed product kunt aanbieden, is de deal snel gemaakt. Kies voor  van de Heeren van 100 en ervaar zelf direct het verschil.Verschillende prominente ontwikkelaars door heel Nederland hebben intussen NieuwbouwVerkoopkrachtTM ervaren en zijn onverdeeld enthousiast over de persoonlijke inzet, het resultaat van het team van De Heeren van 100 en onze ondersteunende service “VastgoedbreinTM”.",Missing,0,1,https://www.funda.nl/en/makelaars/kantoor/utrecht/7088-de-heeren-van-100/
Taxatheek Zwolle,8016 AS,No entry,Missing,0,Missing,https://www.funda.nl/en/makelaars/kantoor/zwolle/22215-taxatheek-zwolle/
Makelaarskantoor Kennemerland,2134 ZL,"Welkom bij Makelaarskantoor Kennemerland! Uw makelaar voor deze regio.We zijn een makelaarskantoor in Hoofddorp, met ruim 15 jaar ervaring in de makelaardij! Daarom heten wij u van harte welkom en nodigen we u uit om kennis met ons te maken.We kunnen u helpen bij het zoeken naar uw droomwoning, het verkopen van uw huidige woning maar ook voor het maken van de juiste taxatie bent u bij ons aan het goede adres. Tevens kunnen we u adviseren en begeleiden als u een bouwkundig rapport, hypotheek of een energielabel nodig heeft. Deskundig, professioneel en passievol zullen we u begeleiden tijdens het gehele proces.",Missing,1,0,https://www.funda.nl/en/makelaars/kantoor/hoofddorp/10218-makelaarskantoor-kennemerland/
Luc Beumer Vastgoed,6515 DD,"Luc Beumer Vastgoed is compact, kernachtig en in een breed gebied werkzaam. Compact omdat het een kleine bezetting is, nl. Luc Beumer zelf, met daarnaast partime ondersteuning. Kernachtig om binnen korte tijd veel werk te verzetten, waarbij oog voor detail niet ontbreekt. En in een breed gebied werkzaam betekent zowel in alle facetten van bedrijfsmatig onroerend goed en beleggingen alsmede door een groot werkgebied. Op grond van vele jaren ervaring in Nijmegen maar ook in een uitgebreide omgeving is het netwerk breed wat mogelijkheden biedt  voor het leggen van verbindingen zowel in kennis als in concrete transacties!",Missing,1,3,https://www.funda.nl/en/makelaars/kantoor/nijmegen/13167-luc-beumer-vastgoed/
Klotz bedrijfshuisvesting,5038 CH,No entry,Missing,1,0,https://www.funda.nl/en/makelaars/kantoor/tilburg/19310-klotz-bedrijfshuisvesting/
Rebo Bedrijfsmakelaars Deventer,7418 AH,"Rebo Bedrijfsmakelaars is een regionaal opererende makelaarsorganisatie die zich bezighoudt met enerzijds de traditionele makelaarsactiviteiten met betrekking tot onroerende zaken en anderzijds het commercieel beheer van kantoorgebouwen.Het werkgebied bevindt zich in en rondom de steden Zutphen, Deventer, Apeldoorn en Zwolle.",Missing,1,0,https://www.funda.nl/en/makelaars/kantoor/deventer/3117-rebo-bedrijfsmakelaars-deventer/
Amsterdamse Maatschappij,1075 AN,"B.V. Amsterdamse Maatschappij tot Beheer van Onroerende Goederen, kortweg de amsterdamse maatschappij, is 50 jaar actief op het gebied van beleggingsmakelaardij, vastgoedmanagement en verhuurmakelaardij van bedrijfsonroerend goed en woningen. De dienstverlening bestaat uit makelaardij en commercieel, technisch, financieel en administratief beheer ten behoeve van pensioenfondsen, beleggingsmaatschappijen, en particuliere beleggers.Een korte opsomming van onze beheerwerkzaamheden: huur/verhuur bemiddeling, huurincasso, werkzaamheden inzake huurprijs- aanpassingen, woningwaardering, controle en administratieve verwerking van bijkomende leveringen en diensten, betalen van kosten en lasten, technisch beheer en onderhoud, klachtenbehandeling, meerjarenplanningen, begeleiding van groot onderhoud en renovaties, bouwtechnische inspecties, etc.",Missing,0,85,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24675-amsterdamse-maatschappij/
Nadorp makelaars,2517 JV,"Ons kantoor is opgericht in 1928 en is in die 95 jaar uitgegroeid tot een van de meest toonaangevende kantoren van Den Haag.We werken met een enthousiast en gepassioneerd team en hebben vele disciplines in huis om u als klant optimaal van dienst te kunnen zijn.We denken graag met u mee, werken graag met u samen, we willen u graag inspireren en we werken vooral hard voor u.Hoe dynamischer de markt, hoe belangrijker het advies. Ons makelaarsteam begeleidt aan- en verhuurtrajecten alsmede aan- en verkooptrajecten en het heronderhandelen van overeenkomsten. Wij zijn gespecialiseerd in commercieel vastgoed, we beschikken over veel (markt)kennis, volgen de relevante ontwikkelingen in de regionale en landelijke markt, zijn integer en enthousiast.Er zijn tal van redenen om vastgoed te laten taxeren: een voorgenomen aan- of verkoop, aan- of verhuur, het opmaken van de jaarrekening, voor de WOZ (Wet waardering Onroerende Zaken), het bepalen van de erfbelasting, voor een fusie, overname, financiering of verzekering. In de dynamische omgeving van het vastgoed zijn onafhankelijke vastgoedtaxaties en -adviezen essentieel.Nadorp taxeert nagenoeg alle vormen van commercieel vastgoed, waaronder grondontwikkelingen, (her)ontwikkelingen, kantoren en bedrijven, winkels en supermarkten en woningbeleggingen voor beleggers, banken, (beursgenoteerde) fondsen, overheden, woningcorporaties, financiers en vastgoedgebruikers.Onze afdeling taxaties en consultancy is actief op de zakelijke markt. Naast het uitvoeren van taxaties, adviseren we op het gebied van financiële haalbaarheidsstudies, investeringsadviezen, risico- en portefeuille analyse.De taxateurs onderscheiden zich door hun deskundigheid en actuele kennis van de vastgoedmarkt. Onze taxateurs hebben een Master of Science in Real Estate gevolgd aan de Amsterdam School of Real Estate met als specialisatie Real Estate Valuation en zijn geregistreerd bij de RICS, NRVT en NVM. Wij zorgen voor een deskundige en erkende taxatie.Ons team begeleidt opdrachtgevers bij transacties (zowel aan- als verkoop) op het gebied van commercieel vastgoed, waaronder kantoren, winkels, woningportefeuilles, hotels en zorgvastgoed. We beschikken over ruime ervaring en expertise met beleggingstransacties. Wij werken voor diverse opdrachtgevers, onder meer voor institutionele en particuliere beleggers, in binnen- en buitenland, vastgoedfondsen, projectontwikkelaars, pensioenfondsen en vermogensbeheerders. ",Missing,0,1,https://www.funda.nl/en/makelaars/kantoor/den-haag/8343-nadorp-makelaars/
Dutch Housing Centre B.V. - Certified Expat Broker,1075 GH,No entry,Missing,1,Missing,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24831-dutch-housing-centre-bv-certified-expat-broker/
Bea de Bruin Makelaardij,3832 RM,"  De huizenmarkt in Regio Eemland is altijd in beweging. Niet verwonderlijk natuurlijk: het is hier schitterend wonen. En er zijn in de particuliere woningsector regelmatig tal van interessante objecten te koop.  Kortom: een bijzonder aantrekkelijke regio voor kopers en voor verkopers. Het enige wat u dan nog nodig hebt is iemand die u wegwijs maakt. Iemand die de regio kent, vraag en aanbod op de huizenmarkt kan overzien en waar u opdracht in goede handen is. is u graag van dienst bij :      Belt u eens geheel vrijblijvend ...... ",Missing,0,1,https://www.funda.nl/en/makelaars/kantoor/leusden/110-bea-de-bruin-makelaardij/
Castanea,1213 NW,"Als bedrijfsmakelaar neemt Castanea een vooraanstaande positie in op het gebied van zakelijk onroerend goed.  Met een hecht team van professionals, maken wij elke dag het verschil voor onze opdrachtgevers.",Missing,1,0,https://www.funda.nl/en/makelaars/kantoor/hilversum/6299-castanea/
Taxatheek Rotterdam,3062 ME,"DE TAXATHEEK,de nummer 1 in taxaties, het adres voor uw vastgoedtaxatie in Nederland.De Taxatheek is een onderneming, die het taxeren van vastgoed als specialisme heeft. Wij zijn een keten van eigen NVM kantoren, die taxaties verrichten in heel Nederland. Onze taxateurs taxeren zowel woningen als bedrijfsmatig vastgoed.Ons specialisme in vastgoedtaxaties staat garant voor:- Onafhankelijkheid- Snelheid  Geprobeerd wordt al op de dag van opdracht, te bellen voor het maken van een afspraak voor taxatie  Het taxatierapport wordt uiterlijk binnen 5 werkdagen na opname verzonden- Landelijke dekking  22 NVM vestigingen verspreid over Nederland met vaste volledig gekwalificeerde taxateurs- Volledige aandacht- Kwaliteit en eenduidigheid  Ieder rapport wordt centraal gecontroleerd op eenduidigheid en onderbouwing.  De rapporten worden opgesteld in ons eigen taxatie-, controle- en administratiesysteem- 100% acceptatie  De Taxatheek garandeert dat iedere geldverstrekker haar rapporten accepteert",Missing,1,1,https://www.funda.nl/en/makelaars/kantoor/rotterdam/15420-taxatheek-rotterdam/
De Koning Groep B.V.,1076 AZ,"De Koning Groep B.V.  Met zijn ruim 20 jaar ervaring in regio Amsterdam en als specialist van de Amsterdamse grachtengordel, heeft makelaar Jan Willem de Koning op 1 april 2005 De Koning Groep B.V. Makelaars en Taxateurs o.g. opgericht.Werkgebied  Ons werkgebied is de gehele regio Amsterdam.Maar ook in regio Kennemerland, het Gooi en regio Den Haag zijn wij actief.  Wij beschikken over betrouwbare netwerken waarmee we intensief samenwerken.  Hierdoor bestaat er een succesvolle wisselwerking tussen de verschillende regio’s en ons kantoor in Amsterdam.De keuze voor een eigen makelaarskantoor is mede ontstaan uit een sterke behoefte vanuit de markt voor kwaliteit.  Voor De Koning Groep geldt:Persoonlijke begeleiding:  -door goed te luisteren en ons in televen in de klant  -door intensieve begeleiding en accuraat reageren  -door voortdurend te evalueren met de klant en creatief te zijn in het bedenken van alternatieven  -door het geven van een eerlijk en degelijk advies als basis van een langdurige relatieDeskundige aanpak:  -door ruime ervaring, marktkennis en een breed netwerk  -door toegang tot de database van de NVM met exclusieve marktinformatie en marktanalyses.  -door het verzamelen van ontbrekende informatie en het inschakelen van een specialist bij twijfel.  -door het op pijl houden van het kennisniveau door scholing, het bijhouden van vakliteratuur en planologische en maatschappelijke ontwikkelingen.Zakelijke afhandeling:  -door juiste formulering en schriftelijke vastlegging van de onderhandelingen naar de wederpartij en de notaris.  -door heldere afspraken over de voorwaarden en tarievenKennis en ervaring geeft inzicht in de markt;  De Koning Groep staat positief tegenover de ontwikkelingen op internet. U kunt prima zelf de markt verkennen. Aan zelf een huis kopen of verkopen zijn risico’s verbonden.  Voor een goed inzicht in de markt is gespecialiseerde kennis en ervaring onmisbaar.  U kunt ons inschakelen, voor een juiste interpretatie van de vele informatiestromen, voor een onderbouwd antwoord op al uw specifieke vragen en voor een deskundige en persoonlijke begeleiding bij het proces.Contact:  Maak een afspraak voor een oriënterend gesprek. Wij nemen uitgebreid de tijd om u onze werkwijze toe te lichten en uw vragen te beantwoorden. U kunt dan beter bepalen of onze werkwijze u aanspreekt en kijken of het klikt. Het gesprek verplicht u tot niets.De Koning Groep B.V. Makelaars & Taxateurs o.g. Postbus 79011  11070 NB Amsterdam  Tel   : +31 (0)20-30 80 424 Mob  : +31 (0)65 2344866  Email: info@dkgmakelaars.nl  www.dkgmakelaars.nl",Missing,1,2,https://www.funda.nl/en/makelaars/kantoor/amsterdam/24658-de-koning-groep-bv/
