SalesAgent,Reviews
123 makelaar o.z.,"De makelaar was altijd bereikbaar en heeft ons goede adviezen gegeven daar waar nodig. Zelf hadden wij het fijn gevonden als er op sommige momenten misschien iets doortastender was opgetreden tegen de hypotheekadviseur van de koper. Deze heeft namelijk meerdere malen om uitstel gevraagd. Ik denk dat dit mogelijk sneller had gekund. Verder heeft de makelaar zijn uiterste best gedaan om ons huis op de juiste wijze te promoten en hebben wij het daardoor binnen 8 maanden kunnen verkopen. We hadden een prima klik met de makelaarster, ze kon zich goed verplaatsen in onze situatie en gaf realistisch advies en we hadden veel/kort maar kwalitatief goed contact. "
11 Makelaars BV,"Zeer goed bereikbaar, er werd goed geluisterd, uitstekende service. Enige minpuntje: wellicht vraagprijs in 1e instantie een tikje te hoog.Zeer tevreden over alle gang van zaken en goed begeleid van het begin tot het einde.Ik adviseer 11makelaars zeer zekerJefrey en wij zaten op 1 lijn betreft de verkoop. Hij gaf ons goed advies en is snel met schakelen. Het bedrijf dat de maten van ons huis opnam leverde geen goed werk,indeling en maten klopten niet. Advies: zorg voor beter resultaat !Zeer vriendelijke en deskundige makelaar(s).Wat voor mij belangrijk is, is dat zij zeggen wat ze doen en doen wat ze zeggen.Zéker aanbevolen !"
2M Makelaars,"Sociaal en handelt vooral in het belang van de klant door mee te denken in de behoefte en wensen van de klant. Zeer tot zeer prettig!1e contact was goedContact daarna verliep goed, reageerde op gestelde vragen. Binnen 14 dagen verkochtNu afwachten tot overdracht naar notarisWe zijn erg tevreden. goed bereikbaar en goed advies!Ze zijn altijd bereikbaar. Deze makelaar heeft hele goede serviceHet gehele traject van de verkoop is gedaan door mw. L. den Hartog.De verkoop is ook zeer spoedig verlopen, in 3 dagen al een bod en verkocht onder voorbehoud.Deze jonge fanatieke dame staat zeker 100% klaar om je te helpen/begeleiden waar nodig om te zorgen dat je krijgt wat je hoopt.Ze heeft zeker boven mijn verwachtingen gepresteerd en mij meerdere malen met open mond laten staan van verbazing hoe snel ze alles voor elkaar krijgt.Als je zulke super service krijgt, verdiend deze dan ook een 5 sterren beoordeling.Prima geholpen en goed advies gekregen. Ook zeer goed te bereiken, zowel telefonisch als per mail."
2M makelaars,"Duidelijke informatie over het verkoopproces. Goede communicatie via mail en telefoon. Enorm goede service, persoonlijke aandacht en begeleiding bij het verkoopproces. Goedemorgen, onze excuses voor de late reactie, maar we willen alsnog onze dank uitspreken voor de prachtige review! Heel hartelijk dank hiervoor en het gestelde vertrouwen in 2M Makelaars. Goed weekend toegewenst.Met vriendelijke groet,Team 2M MakelaarsWij hebben 2M Makelaars als een zeer prettige, correcte maar vooral ook professionele makelaar ervaren. Waarbij zij proactief ons van het verkoopproces op de hoogte hielden. Goede en vriendelijke service die goed met je mee denkt. Snel bezichtigingen ingepland en in de eerste ronde de woning verkocht. Het contact was heel prettig en iedereen op het kantoor werkte fijn mee en was steed goed op de hoogte. We hebben het als een hele prettige samenwerking ervaren.Wat een geolied topteam! Nadat zij goed de tijd hebben genomen naar mijn wensen te luisteren hebben zij de precies goede koper weten te vinden voor een heel goede prijs. Ook met potentiële kopers gaan zij zeer prettig om. Geen openhuis maar iedereen krijgt individueel de tijd om rond te kijken. En dat alles voor een zeer scherpe prijs. Aanrader!"
020-Makelaars,"zeer professioneel en service gericht. Waarbij de flexibiliteit en meedenkende karakter vanRemco Panman eigenschappen zijn die bij het proces van het verkopen van een huis zeer gewenst zijn. De heer Panman heeft ons uitstekend geholpen en begeleid in het verkoopproces.Dankzij het meedenken, flexibiliteit, sociale vaardigheden en lokale kennis kijk ik terug op een zeer prettige samenwerking.Bovenal is er een goed resultaat gerealiseerd!Zeer vakkundig, altijd bereikbaar en geweldige service! Ook in weekend snelle respons. Top makelaar in Amsterdam.Het samenwerken met Frits was mijn eerste ervaring met een makelaar en deze was erg positief. Korte lijnen en goed meedenken!Plezierig en professioneel contact. Woning goed in de markt gezet en snel kunnen verkopen. Kortom een goed ervaring met 020 makelaars "
10+ Makelaars,"Wij zijn erg tevreden over 10+makelaars. Ze zijn deskundig en glexibel. Staan altijd voor je klaar en hebben geen 9 tot 5 mentaliteit. Veel service en een goede prijs!Een goed makelaarskantoor waar ze je goed op de hoogte houden van de stand van zaken van je woning. Het enige minpuntje is dat ze soms wat minder bereikbaar zijn als je ze zelf belt.De rustige en persoonlijke benadering van de makelaar sprak ons zeer aan. We werden goed op de hoogte gehouden van de resultaten van bezichtigingen (door de makelaar of een collega gebeld maximaal 1 dag na een bezichtiging). Ook de afronding bij de overdracht bij de notaris paste naadloos in het verhaal: na de gestructureerde rondgang door het te verkopen huis (testen van de kranen, testen van de verwarming, etc.) ging de makelaar mee naar de notaris om de verkoop af te ronden.Kortom: een persoonlijke en volledige begeleiding vanaf het moment van voornemen tot verkoop tot de daadwerkelijke verkoop.Contact verliep prima, heel gemoedelijk. Ons huis was binnen 1 week verkocht dus heb geen opmerkingen.Netjes,correct en recht door zee.Iemand die verstand heeft van zaken.Zou deze makelaar beslist aanbevelen."
& Bijleveld makelaardij b.v.,"Ik kan &Bijleveld makelaardij van harte aanraden! Het contact is enorm prettig, vriendelijk en open. De adviezen zijn goed en ze zijn altijd bereikbaar voor vragen. Met de marktkennis van &Bijleveld heb ik mijn huis in no-time verkocht!super service van alle dames. Vlot, vriendelijk en vrolijk (en vooral deskundig).Goed advies ontvangen gedurende de verkoop voorbereiding en tijdens de executie van de verkoop.Erg flexibel. Altijd bereikbaar voor eventuele vragen. Denken echt met je mee. Ze kennen en snappen de markt. Echt top en een aanrader!Uitstekend inzicht in markt, geweldige representatie in beeld en pakkende tekst op Funda. Efficiente planning en afhandeling van bezichtigingen.Fantastische service, bereikbaarheid en response. Resultaat gericht. Absolute aanrader!Hele fijne samenwerking met de makelaar ervaren waarin er een luisterend oor lag naar de klant! Tevens werd er ook goed mee gedacht en werden wij als klant voorzien van goed advies! Tegelijkertijd is het een gezellige makelaardij en voelt het contact als warm! Kortom, goede ervaring en zeer aan te bevelen bij een ieder die zijn huis goed, snel en fatsoenlijk wil verkopen! "
3D Makelaars B.V.,"Woning uiteindelijk nog in de verkeerde tijd te koop gezet. Het is een pand waar veel aan gedaan moest worden. Altijd enthousiaste makelaars en het doel is uiteindelijk toch gehaald: woning verkopen voor een voor ons acceptabele prijs! 3D makelaars Bedankt!Een makelaar met een goede aanpak, duidelijke communicatie en een op en top lokale marktkennis! De te verkopen woning was uniek in zn soort, maar daarom ook wat lastiger te verkopen. Ondanks dat heeft de makelaar een fantastisch resultaat geboekt binnen een zeer korte verkoopperiode. Kortom: absoluut een aanrader!Slechte communicatie. Vooral van de Makelaar. Brengt boodschappen over aan de andere partij die niet gecommuniceerd zijn. 3D makelaars behartigt totaal niet de belangen als verkoop makelaar van de verkopende partij. Prijs, kwaliteit, slecht, duur!Wij hebben een behoorlijk vieze na smaak over gehouden aan het contact met 3D makelaars en zullen dan ook iedereen adviseren om niet met deze partij in zee te gaan.Verkoopprijs en vraagprijs lagen dicht bij elkaar. Dat was dus goed ingeschat. Professionele presentatie van het huis op Funda. Huis was snel verkocht. Binnen twee week na de eerste bezichtiging. Integere omgang met zowel ons als verkopers als de geinteresseerde partijen. Goed bereikbaar bij vragen en wensen. Mijn huis liet zich niet makkelijk verkopen, maar de makelaars deden allemaal hun best om kijkers zover te krijgen toch mijn huis te gaan bezichtigen.En met positief resultaat!"
11 Makelaars BV,"Ik ben prima geholpen en goed begeleid in het hele proces rondom de verkoop van mijn woning.Ook de bezichtigingen en het juridische gedeelte zijn prima geregeld. Ik ben ook steeds op de hoogte gehouden na iedere bezichtiging en ook hoe de potentiele kopers ervoor stonden.Super goed . Je kan alles vragen zijn heel goed bereikbaar . Helpen je geven goede tips . Overleggen alles met je.Fijne en vriendelijke mensen erg toegankelijk in alles De makelaar heeft door zijn ervaring goed ingeschat wat de waarde van de woning zou kunnen zijn, en daarna hebben we in onderling overleg een strategie bepaald. Al het contact met de koper verliep via de makelaar, zodat wij volledig werden ontzorgd. De eerste koper haakte onverwachts af nadat er reeds overeenstemming was, maar de makelaar schakelde heel snel: de andere geïnteresseerden had hij goed ingeschat en het contact goed onderhouden, zodat er al binnen 24 uur een tweede serieuze koper was, met uiteindelijk zelfs dezelfde koopsom. Voor ons dus hetzelfde resultaat. De makelaar heeft zijn toegevoegde waarde voor ons zeker bewezen! Een aanrader dus!Vlotte en correcte werkwijze. Ook goede terugkoppeling steeds na afloop van bezichtigingen. Makelaar heeft goede adviezen gegeven gedurende het gehele traject.Makelaar was goed op de hoogte en hield ons ook rustig als ik paniekerig werd. Veel contact gehad na de bezichtigingen en uitvoerig feedback. Veel hulp gehad van de makelaar, absoluut. Heel vakkundig! Dames op kantoor erg behulpzaam bij het afwikkelen van bepaalde zaken. Uiterst tevreden! "
A New Home Makelaardij,"Blij met de goede service en snelle verkoop. Zeker in deze omstreken een aan te raden makelaar! Verkoop van vele woningen.Hartelijk dank voor deze beoordeling en fijne samenwerkingmet vriendelijke groet,Team A New Home MakelaardijMevr. v.d. Poel heeft mij en mijn broers prima begeleidt bij de verkoop van het huis van onze overleden moeder.Geachte Familie Zeijen,Hartelijk dank voor deze mooie beoordeling en fijne samenwerking!Met vriendelijke groet,Team A New HomeEen goede makelaar, draait er geen doekjes om. Goede en gemoedelijke manier van communiceren. Goede bereikbaarheid. Gewoon TOP!Geachte heer Crombach,Hartelijk dank voor deze mooie beoordeling.Met vriendelijke groet,Team A New Home MakelaardijHeel netjes vriendelik altijd op tijd alles goed verzogd goede preis mooie fotos altijd bij veranderingen een beletjeGeachte mevrouwNelissen, Hartelijk dank voor uw mooie beoordeling.ik moest enkele dingen zelf doen , waarvan ik dacht dat dit door makelaar zou gebeuren.( o.a. contact met notaris , enkele gegevens doorgegeven aan makelaar moesten later nog eens aan notaris verzonden worden. van de voorwaarden etc. wordt verwacht dat je die zelf doet uitprinten.)"
10+ Makelaars,"Met een te hoge vraagprijs heeft de makelaar mij over de streep getrokken om met hem in zee te gaan.Uit eindelijk is mijn huis verkocht 20000 euro onder de door hem geadviseerde prijs verkocht.De koper van mijn huis heb ik zelf aangedragen en door verwezen naar de makelaar.Zelf heb ik in de 9 maanden van de verkooptijd van de makelaar geen enkele bezichtiging gehad.Ik had het beter zelf kunnen verkopen.Ben helaas teleur gesteld in de makelaar.Beste Ton. Bedankt voor je beoordeling. Jammer dat je het zo hebt ervaren, echter ligt een en ander wat genuanceerder dan dat jij aangeeft. Er zijn wel bezichtigingen geweest en voor wat betreft de prijs: je was zelf erg stellig bij de prijsbepaling. Jammer van deze beoordeling. "
020-Makelaars,"Frits Meerhoff van 020-makelaars heeft ons zeer goed begeleid bij de verkoop van onze woning. In eerdere aankopen heeft hij ons ook al meerdere keren geadviseerd en bijgestaan en altijd tot volle tevredenheid. Zijn technische kundigheid, kennis van de Amsterdamse markt en proactieve en communicatieve manier van werken zijn zeer prettig in zo'n belangrijk proces als het verkopen en kopen van een woning. In de toekomst zullen wij 020-makelaars zeker weer inschakelen!Remco Panman heeft ons huis vlot en voor een goede prijs verkocht. Hij is accuraat en komt zijn afspraken prima na. No nonsense makelaar zonder 'opschmuck'. Nu 3 transacties gedaan met 020-Makelaars en ben zeer tevreden over de dienstverleningI can very warmly and sincerely recommend Frits Meerhoff. The sale of my apartment went really smoothly! Frits was always reachable and ready to find solutions for any issues coming up - even if my sale was an extra challenge as I was not able to be in Amsterdam during the period. He was extremely accurate with his estimates related to the sale. I am really glad I trusted Frits with this big important matter and happy with the outcome. Thank you. Wederom vakwerk van Remco Panman, deze Mokumse makelaar heeft mijn woning in 6 dagen voor de beoogde prijs weten te verkopen, daar had niemand van durven dromen! Topklasse"
& Bijleveld makelaardij b.v.,"Deze makelaar is niet alleen deskundig maar ook zeer snel in reageren en het ondernemen van actie waar nodig. Bovendien heel erg plezierig in de omgang.Bij de verkoop van je eigen huis komt veel kijken. Daarom is het prettig om samen te werken met een makelaar, bestaande uit een jong en leuk team; die buiten veel vakkennis om ook nog eens veel waarde hecht aan persoonlijk contact. Angelique, Hein & Susan, ontzettend bedankt!Angelique en Susan van &Bijleveld Makelaardij hebben ons uitstekend geholpen bij zowel de verkoop als bij de aankoop van ons huis in de Pijp. Ze waren altijd bereikbaar bij vragen en ook de informatieverstrekking van hun kant was zeer volledig. Een heel deskundig en prettig team!Beste Marjan en Thomas,Wat zijn we blij met jullie beoordeling. Heel veel dank daarvoor! Veel geluk in jullie nieuwe huis en dank nogmaals voor het in ons gestelde vertrouwen.Groeten,Angelique BijleveldWe zijn erg te speken over deze makelaar. Hein kwam altijd zijn afspraken na en is erg deskundig. Al met al beveel ik &Bijleveld aan.Professionele begeleiding. Betrokken. Doortastend. Geeft goede adviezen. Ook als er bijvoorbeeld minder belangstelling is wordt er snel geschakeld. Uiteindelijk viel de prijs door de korting ook mee. Een aanrader."
3D Makelaars B.V.,"Heel fijn makelaarskantoor. We zouden ze zeer zeker aanbevelen. Flexibel, klantgericht en altijd bij een vraag een snelle reactie terug. De makelaars en de dames op kantoor, samen een top team! 3D makelaar heeft de verkoop van ons huis op een prettige manier begeleid alles is in goed overleg en samenspraak gegaan. Wij raden 3D makelaar zeker aan! 3D Makelaars hebben ons in meerdere stadia deskundig en plezierig begeleid naar de verkoop van ons huis. We hebben steeds het gevoel gehad, dat het uiteindelijk goed zou komen.Waarvoor onze hartelijke dank! Goede en fijne makelaar. Weten waar ze over praten en is zeker aan te raden.Bedankt voor alles 3D makelaars!Aan het begin van de zoektocht naar een goede makelaar in Schiedam hebben we verschillende makelaars gevraagd voor de verkoop van ons huis. 3D makelaars kwam veruit het beste eruit, ze dachten echt mee over een goede verkoop en kwamen met bruikbare tips. De service was goed,snel en persoonlijk. Tijdens de verkoop hebben we veel bezichtigingen gehad en we werden elke keer direct netjes op de hoogte gehouden per telefoon of berichtje. Daarna kon je ook een kort verslagje lezen van de bezichtiging via de 3D app en via je eigen login site. Dat was altijd erg prettig zodat je achteraf nog eens kon nalezen hoe de bezichtigingen waren geweest. Uiteindelijk bij het verkoopproces werd je ook goed op de hoogte gehouden van de ontwikkelingen en onderhandeling. Kortom: 3D makelaars is een goede en betrouwbare makelaar die echt met je meedenkt en is zeker aan te bevelen!"
A New Home Makelaardij,"Nathaly vd Poel en haar team is vakkundig en efficient, heeft stijl en karakter, kortomhet is een ""Fair trade"" makelaar. Zeer aan te bevelen !Dank u wel voor deze mooie beoordelingWij zijn vanaf het begin tot het einde zeer tevreden met deze makelaar goeie communicatie en goeie service en begeleiding.Dankjewel voor deze mooie beoordeling en de fijne samenwerking !Team van A New Home Makelaardij Zeer correct, komt afspraken na, snel telefonisch contact met onderhandelen,duidelijk wat betreft verkoop prijs en schitterend mooie foto,s belangrijk item voor de verkoop , kortom chappeau !!!Zeer goede makelaarDankjewel voor deze prachtige beoordeling en de fijne samenwerking. Veel goeds voor de toekomst en fijne feestdagen !Nathaly alsook haar medewerkers zijn altijd beleefd, vriendelijk en behulpzaam.Problemen worden meteen besproken en opgelost.Beloftes worden nagekomen.Onderhandelingen worden tot een goed eind gebracht.Zelfs adviezen worden op prijs gesteld zodat hun service verbeterd kan worden.Wij danken u voor deze mooie beoordeling. Nathaly van de Poel en haar medewerkershebben de verkoop van onze woning heel zorgvuldig en vertrouwd aan de man gebracht. De verkoop is dan ook binnen de gestelde termijn afgehandeld.Wij danken u vriendelijk voor uw beoordeling!"
11 Makelaars BV,11 makelaar is goed (altijd) te bereiken en het contact verliep soepel en spontaan.Zij zijn deskundige op het gebied en goed in wat van hem verwacht word (verkoop) dat erg snel is waargemaakt.Ik ben blij dat ik namens mijn adviseur gekozen heb voor 11 makelaars. Prima begeleiding en advies tijdens de verkoop van onze woning.Wij zijn door deze makelaar prettig behandeld. Ook bijstelling van de verkoopprijs tijdens de verkoopperiode van vier maanden bleek goed te werken. Verkoop van mijn huis perfect verlopen via 11 makelaars! Deze nemen alle belangrijke taken op zich en ontzorgen de verkoper. Top!Mijn makelaar van 11 makelaars Landsmeer heeft een zeer goede kennis van de lokale huizenmarkt en een groot netwerk. De communicatie verliep duidelijk en prettig!Dit in combinatie met zijn deskundigheid heeft geleid tot een verkoop waar wijzeer tevreden mee zijn.Het contact was meer dan prima. Wij zijn goed bijgestaan en de vragen die wij hadden werden snel en accuraat afgehandeld. Wij kunnen iedereen 11 Makelaars aanraden. 
2M Makelaars,"Goed advies gehad bij verkoop van onze woning, klein makelaars kantoor dus korte lijnen, fijne medewerkers, goed op de hoogte gehouden van de bezichtigingen en de aflopen en ontwikkelingen & adviezen.Tevens als aankoopmakelaar (Bianca) ingehuurd en ze weet waar ze over praat en heeft ons goed begeleid. Bedankt voor alle goed zorgen.Kortom:Tevreden en trotse nieuwe huiseigenaren :-)Dank je wel voor je mooie beoordeling en voor nu veel plezier met de voorbereidingen van de nieuwe woning!Het kontackt met de makelaars die mijn huis hebben verkocht zijn deskundigweten waar ze naar moeten kijken en zijn erg behulpzaam .Wij zijn zeer tevreden, in alle opzichten. Het contact, overleg, begeleiding, reactie na een bezoek met evt. kopers en de uiteindelijke verkoopprijs alles zeer goed. Bedankt voor alle service!Contact met de makelaar verliep uiterst prettig! Goede comminunicatie door het gehele proces. Mijn woning perfect aangeboden en verkocht.De communicatie is heel goed.Er wordt met je meegedacht waardoor je woning vlot verkocht wordt. Wij zijn er heel tevreden over."
2M makelaars,"Het contact met de makelaar verliep vlot en snel, altijd vriendelijk. Onderhandelingen met de koper ook goed verlopen. Wij zijn zeer tevreden.Binnen 3 dagen 16 bezichtigingen en daarna een koper kunnen 'kiezen'! Bij de laatste bezichtiging was de begeleiding en service nog net zo goed als bij de eerste. De medewerkers zijn allemaal goed op de hoogte en denken en leven erg mee. Vraag ze ook gerust naar de verborgen talenten: appeltaart bakken ;-). Wij zullen 2M zeker aanbevelen! Goede communicatie ,komt afspraken na en is een goede verkoper,wat een andere makelaar niet in 3 maanden voor elkaar kreeg deed 2 M in 4 dagen. Contact is erg goed, de makelaar is rustig, kent de markt en is erg reëel wat betreft marktprijs en inzicht. Reageert direct, bij de aanvraag tot waardebepaling kwam hij dezelfde avond. Erg prettig om als je eenmaal de keuze gemaakt hebt, dat er ook snel gereageerd wordt.Heel prettig contact gehad. 2M is snel en denkt met je mee. We zijn ook steeds goed op de hoogte gehouden. We zijn er heel tevreden over! "
020-Makelaars,"Wij zijn erg tevreden over de profesionele en kundige begeleiding bij de verkoop van ons appartementFijn om direct te kunnen zien wat er wanneer gedaan werd. Alles snel afgehandeld. Moest zelf achter een paar dingen aan, maar dat had ik verkeerd begrepen. Energielabel was achteraf niet nodig.Wij hebben dit huis bij deze makelaar gekocht en verkocht. Hij is goed op de hoogte van wat er in de omgeving speelt. Wat ik fijn vond aan onze samenwerking is dat wanneer we om advies vroegen dat ook kregen maar als we dan toch onze eigen mening wouden doorzetten er niet opdringerig tegen in gegaan werd. Remco Panman was in het contact duidelijk en ik werd goed geinformeerd over de bezichtigen. ook bij de afhandeling heb ik zijn ondersteuning als prettig ervaren.Ik zal hem zeker aanbevelen bij mijn contacten als dit zich voor doet.Frits Meerhoff van 020 Makelaars is een deskundig adviseur met een scherp oog voor de juiste prijs/kwaliteit-verhouding. Hij is niet te beroerd om meer te doen dan strikt noodzakelijk en vraagt niet het onderste uit de kan. Prettig mee gewerkt, al jaren."
& Bijleveld makelaardij b.v.,"Goed contact en ze nemen je werkelijk alles uit handen. Erg fijn! En niet onbelangrijk een sterke onderbouwing van het verkoopplan, waardoor het, wat ons betreft, nu verkocht is aan de juiste mensen voor de juiste prijs.Top makelaar! Deskundig, snel en servicegericht tegen een mooie prijs. Ik kan iedereen &bijleveld makelaardij van harte aanbevelen. Top makelaar! Veel ervaring en vak kennis in huis van de Amsterdamse markt. Juiste taxatie en begeleiding. Ik woon in het buitenland en wilde mijn huis in Amsterdam verkopen, van afstand. Angelique Bijleveld en haar team hebben mij ontzettend goed geholpen. Het huis was binnen no time verkocht voor een zeer aangename prijs. Ze heeft mij al het leven makkelijk gemaakt door het hele proces op zich te nemen. De aanloop, de bezichtigingen tot aan de overdracht. Alles is zeer soepel gegaan. Angelique is professioneel, zeer ervaren en door de wol geverfd in Amsterdam, maar bovenal een fijn mens. Ik kan absoluut, ontzettend aanbevelen. Bijleveld (contactpersoon Hein) is een zeer kundige en met name prettige makelaar waarbij dienstverlening hoog in het vaandel staat. "
A New Home Makelaardij,"ik kan niet veel zeggen daar wij 7 jaar ons huis hebben te koop staan.en ik weinig met de makelaar heb gehad.Bedankt voor uw beoordeling. Wij zijn zeer tevreden over de omgang de benadering en over het goede advies en een hele goede samenwerking.Een prettige en snelle manier van werken . Goede communicatiemogelijkheden . Goede uitleg van alle zaken en beantwoording van vragen .Wij danken u voor de fijne samenwerking en mooie beoordeling. Het team van A New Home MakelaardijEen van de betere makelaars in de omgeving, gaat heel erg professioneel te werk.Zeker voor wat betreft de presentatie van de woning.Zou haar zeker aanraden in mijn kennissen-, familie- en vriendenkring.Vandaar ook dat ik op alle punten een 10 heb gegeven.Hartelijk dank voor deze mooie beoordeling. Het verkopen van een woning is een samenwerking tussen makelaar en verkoper. Hiervoor onze dank! Nathaly en haar team hebben me altijd goed geinformeerd over de stand van zaken, bezichtigingen waren altijd goed voorbereidt van haar kant. Dikke pluim en bedankt voor de verkoop, Nathaly en Anewhome!Bedankt voor de mooie beoordeling. Goede communicatie is alleen mogelijk als het van 2 kanten komt. Hiervoor onze dank! "
11 Makelaars BV,"Jeffrey heeft ons geholpen bij de verkoop. Hele goede service en hoge vakkennis. Ze kennen de markt goed in Landsmeer en omgeving. Zou Jeffrey en 11 zeker aanbevelen voor de aan- en verkoop van een huis.Soepele en laagdrempelige communicatie ""Heb je een vraag altijd bellen"" en ja hier wordt altijd opgenomen of je wordt echt teruggebeld. Kortom een aanrader!Wij hebben onze makelaar, Jeffrey Veerkamp, ervaren als een echte professional met een hoog serviceniveau. Hij werkte gestructureerd en kwam afspraken na. Hij heeft voor ons de klus geklaard.Ik werd goed geholpen, huis werd snel verkocht, goed bereikbaar.Veel kennis van de markt. Een aanrader.Van het begin tot het eind zijn wij geweldig begeleid door Jeffrey Veerkamp van 11Makelaars. Bij de intake al een heldere uitleg over het gehele traject gehad en eigenlijk waren alle zaken meteen al tot in de puntjes voorbereid. Ook de diverse kostenplaatjes zoals kantoorkosten, kosten voor fotografie & Funda waren overzichtelijk. Als wij vragen hadden werden deze vrijwel direct duidelijk beantwoord, zowel telefonisch als via de e-mail. Ook het verdere contact met de andere collega's van dit kantoor was erg duidelijk. Mede door de inzet en goede adviezen van deze makelaar hebben wij er een nog betere prijs uit weten te slepen dan verwacht."
2M makelaars,"Het contact verliep prima. We werden steeds op tijd op de hoogte gebracht van bezichtigingen. We zijn erg positief over het hele proces!2m Makelaars is een moderne makelaar die weet wat ze doen, wij zijn erg tevreden met de behaalde resultaten! Wij kunnen 2m makelaars niet anders dan een dikke 10 geven, omdat het contact en de prettige manier van samenwerken onze verwachtingen zeer zeker hebben overtroffen.Wij raden deze makelaar dan ook zeker aan voor de aan- of verkoop van uw woning.Binnen 4 dagen het huis verkocht. Alles top geregeld. Mensen bij 2M verstaan hun vak en zijn begripvol. Zeer tevreden!Prettig contact gehad met de makelaar en we werden constant goed op de hoogte gehouden over de bezichtigingen. Al met al een positieve ervaring. "
2M Makelaars,"2m makelaardij heeft ons snel kundig en correct geholpen. Er was grote belangstelling en de vele bezichtngingsafspraken waren goed gecoördineerd verliepen vlot en hebn geleid tot een snelle verkoop.Na eerst een jaar geen kijkers. En naar deze makelaar te zijn overgezet. Kwamen er eindelijk kijkers. En hebben ze mijn huis kunnen verkopen. Goed contact met de makelaar en snelle actie/reactie als ik wat vroeg.Super vriendelijk, persoonlijk, altijd goed contact, duidelijk, neemt echt de tijd voor je! Ik zou deze makelaar echt aanraden! Bedankt voor de mooie beoordeling en de leuke samenwerking! Het contact met de makelaar is de gehele periode tot volle tevredenheid verlopen en heeft zeker aan onze verwachtingen voldaan. Er is niets fout gegaan tijdens het verkooptraject. Bedankt voor de leuke samenwerking en de mooie beoordeling!super makelaar 1 op 1 contact , snel schakelen en veruit de beste die ik hier op gesprek heb gehad .Doen gewoon wat ze moeten doen!!Hartelijk dank voor deze super mooie beoordeling!"
& Bijleveld makelaardij b.v.,"Hoge kwaliteit foto's en goede verkoopstrategie. Aantrekkelijke courtage en goede service. Op een klein incident na was het een prettige samenwerking. Fijn kantoor om mee te werken. Zeer kundige, representatieve en ervaren makelaars. De beide makelaars die onze verkoop hebben begeleid, verzorgden zelf de bezichtigingen. We hebben gedegen advies gekregen om onze woning gereed voor verkoop te maken.& Bijleveld kent de dynamiek van de Amsterdamse woningmarkt zeer goed waardoor wij naar onze mening op de juiste momenten tot goede keuzes zijn gekomen en er een vlotte verkoop en een opbrengst naar tevredenheid is gerealiseerd. Bijleveld zat qua prijsbepaling het hoogst van allemaal, de courtage was het laagste van allemaal en ons appartement is voor bijna de vraagprijs verkocht. Al met al een fantastisch resultaat.Ik ben zeer goed begeleid door het team van &Bijleveld. Ze zijn erg professioneel, geven helder advies en ontzorgen, kortom alles wat je nodig hebt voor de verkoop van een huis.Deskundige makelaar die goed (onderbouwd) advies geeft. Daarnaast zijn ze vriendelijk en goed bereikbaar. "
3D Makelaars B.V.,"Wij hebben een hele goeie ervaring. Duidelijk en goede communicatie. Alles is in goed overleg gegaan. TopIk heb al met al een goed gevoel overgehouden aan de service van 3d makelaars. We hebben meerdere makelaars uitgenodigd voor het uitbrengen van een verkoopadvies. Het gevoel wat ik daaraan overhield was mede bepalend voor de keuze voor 3d.De makelaar nam uitgebreid de tijd voor een goede opname van de woning en liet ook zien zijn huiswerk te hebben gedaan. Daarnaast was het gewoon een heel prettig en open gesprek. Bijkomend voordeel was dat 3d al een tweetal potentiele kopers in hun bestand had zitten, die al direct konden komen kijken. Het huis had niet sneller verkocht kunnen zijn. Deze snelle verkoop hebben we ook gemerkt in het tarief, waardoor we eigenlijk van beide kanten hebben kunnen profiteren.Ik heb eigenlijk maar twee punten van kritiek, waarbij ik de kanttekening plaats dat ik in beide gevallen niet de exacte oorzaak ken. In de eerste plaats was naar mijn mening de tijd tussen het modeling akkoord over de verkoop en het daadwerkelijk tekenen van de koopakte te lang. Hier zat bijna 2 weken tussen en dat heeft bij ons nog wel voor wat stress gezorgd. Het tweede punt is het gevoel dat het maken van afspraken voor ons nogal geregisseerd aanvoelde, waarbij alle partijen van elkaar dachten dat alles al afgesproken was. Ik zie de voordelen wel, het is immers niet makkelijk om meerdere agenda's te matchen. Ondanks dat voel ik me er in zo'n situatie als klant niet bij betrokken. Uiteindelijk komt dit altijd wel goed, er is altijd iets te regelen, maar het zorgt voor wat ergernis.Het zijn hectische tijden op de woningmarkt en ik denk dat er bij iedere partij wel dingen erg goed gaan sommige dingen wat minder. Uiteindelijk kan ik alleen maar zeggen dat het contact goed is geweest en dat 3d de klus in zijn geheel genomen snel geklaard heeft voor ons.Binnen een week had ik al een gegadigde en die heeft na 2 weken mijn huis ook gekochtdoor de inzet van 3d makelaardij. Ik zou iedereen 3d makelaardij aanbevelen. Het is een top team.Ik heb mijn huis via 3d makelaardij binnen 2weken verkocht ,voordat ik het wist was het al gebeurd .Ik zou iedereen die zijn huis wil verkopen 3d makelaardij aanbevelen. Het is een top team.Joris heeft een goede aanpak en hij is erg toegankelijk, waardoor wij het contact met hem als prettig hebben ervaren. Hij heeft met zijn aanpak ervoor gezorgd dat ons huis zeer snel en voor een goede prijs verkocht is.Top!"
